 TIME                    	Outlet                   	temperature              	mass_flow                	Useful_energy            	
 HOURS              	øC                  	kg/hr               	kJ/hr               	øC                  	
  +7.5560000000000000E+03	  +2.0900000000000002E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.3349939322997329E+01	
  +7.5570000000000000E+03	  +2.0100000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.3136364612851025E+01	
  +7.5580000000000000E+03	  +1.9300000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.2923641529730645E+01	
  +7.5590000000000000E+03	  +1.8500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.2711766677811553E+01	
  +7.5600000000000000E+03	  +1.7700000000000003E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.2502002314134387E+01	
  +7.5610000000000000E+03	  +1.6800000000000004E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.2292654356969791E+01	
  +7.5620000000000000E+03	  +1.5850000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.2084141159723572E+01	
  +7.5630000000000000E+03	  +1.4899999999999999E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.1876459393850695E+01	
  +7.5640000000000000E+03	  +1.3950000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.1669605744078325E+01	
  +7.5650000000000000E+03	  +1.3000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.1463576908353104E+01	
  +7.5660000000000000E+03	  +1.2000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.1258369597788345E+01	
  +7.5670000000000000E+03	  +1.1050000000000002E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.1053980536611576E+01	
  +7.5680000000000000E+03	  +1.9382225621950617E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0850406462112247E+01	
  +7.5690000000000000E+03	  +5.0513134139685214E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0645112880566117E+01	
  +7.5700000000000000E+03	  +8.9476489899992458E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0441477971413576E+01	
  +7.5710000000000000E+03	  +9.2135483194559754E+01	  +2.0000000000000000E+02	  +8.9908897659179966E+03	  +8.1406497793702954E+01	
  +7.5720000000000000E+03	  +1.0034743569253071E+02	  +2.0000000000000000E+02	  +1.4479216467900116E+04	  +8.3069134418186891E+01	
  +7.5730000000000000E+03	  +9.9642167543210292E+01	  +2.0000000000000000E+02	  +1.2798949240062077E+04	  +8.4368958426191099E+01	
  +7.5740000000000000E+03	  +9.6745649557414453E+01	  +2.0000000000000000E+02	  +9.4421033124780351E+03	  +8.5478223170209162E+01	
  +7.5750000000000000E+03	  +9.4004987947569447E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.5834100266109800E+01	
  +7.5760000000000000E+03	  +7.5334623935385153E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.5611465808077170E+01	
  +7.5770000000000000E+03	  +3.7823015165830178E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.5389719088929354E+01	
  +7.5780000000000000E+03	  +1.7900000000000002E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.5168856568871362E+01	
  +7.5790000000000000E+03	  +1.7300000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.4948874722222968E+01	
  +7.5800000000000000E+03	  +1.6699999999999996E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.4728505111577448E+01	
  +7.5810000000000000E+03	  +1.6050000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.4509433998498793E+01	
  +7.5820000000000000E+03	  +1.5399999999999997E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.4291236428716331E+01	
  +7.5830000000000000E+03	  +1.4800000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.4073908919051220E+01	
  +7.5840000000000000E+03	  +1.4200000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.3858712848767652E+01	
  +7.5850000000000000E+03	  +1.3600000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.3643955105949715E+01	
  +7.5860000000000000E+03	  +1.3050000000000004E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.3430053694181311E+01	
  +7.5870000000000000E+03	  +1.2550000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.3217005198903991E+01	
  +7.5880000000000000E+03	  +1.2000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.3004806219174611E+01	
  +7.5890000000000000E+03	  +1.1450000000000003E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.2793453367611022E+01	
  +7.5900000000000000E+03	  +1.0900000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.2582943270338035E+01	
  +7.5910000000000000E+03	  +1.0350000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.2373272566933551E+01	
  +7.5920000000000000E+03	  +1.8485362426375097E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.2164437910374915E+01	
  +7.5930000000000000E+03	  +4.4066470463646219E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.1953914488578675E+01	
  +7.5940000000000000E+03	  +6.7397528747503955E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.1745069855301267E+01	
  +7.5950000000000000E+03	  +8.7706426305385861E+01	  +2.0000000000000000E+02	  +4.2249499769841123E+03	  +8.2664719888937043E+01	
  +7.5960000000000000E+03	  +9.1592884241782812E+01	  +2.0000000000000000E+02	  +6.1587998581628281E+03	  +8.4243481069750800E+01	
  +7.5970000000000000E+03	  +9.9752835401655446E+01	  +2.0000000000000000E+02	  +1.2009572593964074E+04	  +8.5421603189287808E+01	
  +7.5980000000000000E+03	  +9.7746843173612376E+01	  +2.0000000000000000E+02	  +9.5026035097187614E+03	  +8.6407220846979016E+01	
  +7.5990000000000000E+03	  +9.3893629068065053E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.6707284349917302E+01	
  +7.6000000000000000E+03	  +6.8698265987831277E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.6481168133168524E+01	
  +7.6010000000000000E+03	  +3.9884441240904486E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.6255953538566914E+01	
  +7.6020000000000000E+03	  +1.7100000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.6031636970959028E+01	
  +7.6030000000000000E+03	  +1.6699999999999996E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.5808214849526891E+01	
  +7.6040000000000000E+03	  +1.6249999999999996E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.5584388383233986E+01	
  +7.6050000000000000E+03	  +1.5799999999999997E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.5361884253551210E+01	
  +7.6060000000000000E+03	  +1.5399999999999997E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.5140267356405289E+01	
  +7.6070000000000000E+03	  +1.4999999999999996E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.4919534154006897E+01	
  +7.6080000000000000E+03	  +1.4600000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.4700976268224167E+01	
  +7.6090000000000000E+03	  +1.4250000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.4482860060614684E+01	
  +7.6100000000000000E+03	  +1.3900000000000002E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.4265613575691489E+01	
  +7.6110000000000000E+03	  +1.3550000000000002E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.4049233345497925E+01	
  +7.6120000000000000E+03	  +1.3250000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.3833715915905572E+01	
  +7.6130000000000000E+03	  +1.2899999999999999E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.3619057846559130E+01	
  +7.6140000000000000E+03	  +1.2550000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.3405255710821407E+01	
  +7.6150000000000000E+03	  +1.2200000000000005E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.3192306095718749E+01	
  +7.6160000000000000E+03	  +2.1276416046386860E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.2980205601886411E+01	
  +7.6170000000000000E+03	  +3.1620094928786568E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.2766360587138962E+01	
  +7.6180000000000000E+03	  +6.5225899702323630E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.2554228546665115E+01	
  +7.6190000000000000E+03	  +1.4660886553973135E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.2345531685896049E+01	
  +7.6200000000000000E+03	  +7.6245684248546212E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.2136807644104834E+01	
  +7.6210000000000000E+03	  +5.9234399081643581E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.1927624649803136E+01	
  +7.6220000000000000E+03	  +7.3332573832601341E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.1719705560382877E+01	
  +7.6230000000000000E+03	  +8.5520241241843394E+01	  +2.0000000000000000E+02	  +2.5091739299036531E+03	  +8.2526000275371260E+01	
  +7.6240000000000000E+03	  +6.0290057848817881E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.3233474232238251E+01	
  +7.6250000000000000E+03	  +2.0857194513959726E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.3021209583423243E+01	
  +7.6260000000000000E+03	  +1.5500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.2809791324624797E+01	
  +7.6270000000000000E+03	  +1.5150000000000002E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.2599216080923583E+01	
  +7.6280000000000000E+03	  +1.4800000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.2388160586235571E+01	
  +7.6290000000000000E+03	  +1.4449999999999999E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.2178389960456244E+01	
  +7.6300000000000000E+03	  +1.4099999999999998E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.1969459290020779E+01	
  +7.6310000000000000E+03	  +1.3699999999999999E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.1761365211612812E+01	
  +7.6320000000000000E+03	  +1.3350000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.1555403266199164E+01	
  +7.6330000000000000E+03	  +1.3000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.1349829804638631E+01	
  +7.6340000000000000E+03	  +1.2600000000000005E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.1145076052466806E+01	
  +7.6350000000000000E+03	  +1.2200000000000005E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0941138741151519E+01	
  +7.6360000000000000E+03	  +1.1800000000000004E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0738014615193606E+01	
  +7.6370000000000000E+03	  +1.1400000000000004E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0535700432074933E+01	
  +7.6380000000000000E+03	  +1.1000000000000004E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0334192962206686E+01	
  +7.6390000000000000E+03	  +1.0650000000000002E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0133488988877815E+01	
  +7.6400000000000000E+03	  +1.5033544052628672E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9933585308203703E+01	
  +7.6410000000000000E+03	  +3.2737942454348335E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9731972733209233E+01	
  +7.6420000000000000E+03	  +7.4767954413758986E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9532005766365103E+01	
  +7.6430000000000000E+03	  +7.4578924910027354E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9335328729098507E+01	
  +7.6440000000000000E+03	  +7.6006701099957340E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9138607655039564E+01	
  +7.6450000000000000E+03	  +8.5166456118046781E+01	  +2.0000000000000000E+02	  +4.2372607049993912E+03	  +8.0110059095374481E+01	
  +7.6460000000000000E+03	  +9.0600967299595695E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0894860650626057E+01	
  +7.6470000000000000E+03	  +6.8694451307927196E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0691921055224782E+01	
  +7.6480000000000000E+03	  +5.6173991264731441E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0489790666860443E+01	
  +7.6490000000000000E+03	  +1.6320256135616454E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0288466258878188E+01	
  +7.6500000000000000E+03	  +1.4400000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0087944617489214E+01	
  +7.6510000000000000E+03	  +1.4250000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9888222541719486E+01	
  +7.6520000000000000E+03	  +1.4099999999999998E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9688044967372193E+01	
  +7.6530000000000000E+03	  +1.3900000000000002E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9489086039058606E+01	
  +7.6540000000000000E+03	  +1.3699999999999999E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9290923774312319E+01	
  +7.6550000000000000E+03	  +1.3500000000000004E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9093554983164196E+01	
  +7.6560000000000000E+03	  +1.3299999999999999E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.8898208433662148E+01	
  +7.6570000000000000E+03	  +1.3150000000000002E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.8703230345334248E+01	
  +7.6580000000000000E+03	  +1.3050000000000004E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.8509029718106575E+01	
  +7.6590000000000000E+03	  +1.2950000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.8315603451908927E+01	
  +7.6600000000000000E+03	  +1.2850000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.8122948459032386E+01	
  +7.6610000000000000E+03	  +1.2750000000000002E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.7931061664080104E+01	
  +7.6620000000000000E+03	  +1.2650000000000004E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.7739940003918107E+01	
  +7.6630000000000000E+03	  +1.2550000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.7549580427626466E+01	
  +7.6640000000000000E+03	  +1.4368956832917680E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.7359979896450540E+01	
  +7.6650000000000000E+03	  +2.2843474882974760E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.7168758548340350E+01	
  +7.6660000000000000E+03	  +6.9228153742547718E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.6979097992799666E+01	
  +7.6670000000000000E+03	  +8.0487763480764769E+01	  +2.0000000000000000E+02	  +2.1803660456681359E+03	  +7.7885894691184660E+01	
  +7.6680000000000000E+03	  +6.8880482368897844E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.8684061164915605E+01	
  +7.6690000000000000E+03	  +8.7919986983857314E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.8489122349317512E+01	
  +7.6700000000000000E+03	  +8.1823041237829997E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.8294964100108444E+01	
  +7.6710000000000000E+03	  +7.1880308518170466E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.8102795197316254E+01	
  +7.6720000000000000E+03	  +5.3814847135244754E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.7910988762045221E+01	
  +7.6730000000000000E+03	  +2.7043474882974760E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.7719947141136018E+01	
  +7.6740000000000000E+03	  +1.6450000000000003E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.7529667284946399E+01	
  +7.6750000000000000E+03	  +1.6100000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.7340146155994347E+01	
  +7.6760000000000000E+03	  +1.5699999999999999E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.7150192793377968E+01	
  +7.6770000000000000E+03	  +1.5299999999999999E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.6961395833583921E+01	
  +7.6780000000000000E+03	  +1.4949999999999998E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.6773354847199883E+01	
  +7.6790000000000000E+03	  +1.4600000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.6586066807186626E+01	
  +7.6800000000000000E+03	  +1.4200000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.6400697721391623E+01	
  +7.6810000000000000E+03	  +1.3749999999999996E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.6215678277354698E+01	
  +7.6820000000000000E+03	  +1.3299999999999999E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.6031396585040312E+01	
  +7.6830000000000000E+03	  +1.2850000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.5847849702716587E+01	
  +7.6840000000000000E+03	  +1.2350000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.5665034700381526E+01	
  +7.6850000000000000E+03	  +1.1850000000000003E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.5482948659716328E+01	
  +7.6860000000000000E+03	  +1.1400000000000004E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.5301588674038754E+01	
  +7.6870000000000000E+03	  +1.0950000000000005E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.5120951848256823E+01	
  +7.6880000000000000E+03	  +2.2695952948378789E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.4941035298822413E+01	
  +7.6890000000000000E+03	  +4.9937808632634884E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.4759580716829376E+01	
  +7.6900000000000000E+03	  +8.1523486270599207E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.4579607208817237E+01	
  +7.6910000000000000E+03	  +8.0879032624593094E+01	  +2.0000000000000000E+02	  +4.4628030570916962E+03	  +7.5553491983672217E+01	
  +7.6920000000000000E+03	  +8.3795993152308654E+01	  +2.0000000000000000E+02	  +5.6361106867553017E+03	  +7.7070324075035018E+01	
  +7.6930000000000000E+03	  +8.8516052238563816E+01	  +2.0000000000000000E+02	  +8.8111937709983722E+03	  +7.8001501199186279E+01	
  +7.6940000000000000E+03	  +9.0105014827366503E+01	  +2.0000000000000000E+02	  +9.6572936744327471E+03	  +7.8580798032100688E+01	
  +7.6950000000000000E+03	  +8.5918845904181026E+01	  +2.0000000000000000E+02	  +5.8022945529330109E+03	  +7.8994866724070036E+01	
  +7.6960000000000000E+03	  +6.4778138992775951E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9057584739563509E+01	
  +7.6970000000000000E+03	  +3.3364390971585500E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.8861971149681551E+01	
  +7.6980000000000000E+03	  +1.7199999999999999E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.8667137554916565E+01	
  +7.6990000000000000E+03	  +1.6650000000000002E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.8473080845094131E+01	
  +7.7000000000000000E+03	  +1.6100000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.8278581557479754E+01	
  +7.7010000000000000E+03	  +1.5500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.8085266347483412E+01	
  +7.7020000000000000E+03	  +1.4949999999999998E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.7892725202697960E+01	
  +7.7030000000000000E+03	  +1.4400000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.7700955023641754E+01	
  +7.7040000000000000E+03	  +1.3850000000000003E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.7511149722823433E+01	
  +7.7050000000000000E+03	  +1.3299999999999999E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.7321702431318172E+01	
  +7.7060000000000000E+03	  +1.2700000000000003E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.7133010547258692E+01	
  +7.7070000000000000E+03	  +1.2049999999999999E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.6945071058512170E+01	
  +7.7080000000000000E+03	  +1.1400000000000004E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.6757880964956414E+01	
  +7.7090000000000000E+03	  +1.0799999999999999E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.6571437278432015E+01	
  +7.7100000000000000E+03	  +1.0200000000000003E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.6385737022694627E+01	
  +7.7110000000000000E+03	  +9.5999999999999979E+00	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.6200777233367461E+01	
  +7.7120000000000000E+03	  +2.0156838486269603E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.6016554957893987E+01	
  +7.7130000000000000E+03	  +4.6954358588719295E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.5830757841981466E+01	
  +7.7140000000000000E+03	  +7.6052401762318141E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.5646477244809233E+01	
  +7.7150000000000000E+03	  +8.7189896153088398E+01	  +2.0000000000000000E+02	  +9.1951168342500459E+03	  +7.6217203033458276E+01	
  +7.7160000000000000E+03	  +9.0012684148693452E+01	  +2.0000000000000000E+02	  +1.0689225305574948E+04	  +7.7257045359224534E+01	
  +7.7170000000000000E+03	  +9.5422571333617171E+01	  +2.0000000000000000E+02	  +1.4497438828822862E+04	  +7.8122524998506350E+01	
  +7.7180000000000000E+03	  +9.2828001868864320E+01	  +2.0000000000000000E+02	  +1.1631291196106329E+04	  +7.8948179439143161E+01	
  +7.7190000000000000E+03	  +8.3702740365936094E+01	  +2.0000000000000000E+02	  +3.2953961730824899E+03	  +7.9770286698773219E+01	
  +7.7200000000000000E+03	  +5.7946374506690759E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0047587239111721E+01	
  +7.7210000000000000E+03	  +2.9282234347274329E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9848026085484918E+01	
  +7.7220000000000000E+03	  +1.5850000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9649260667601510E+01	
  +7.7230000000000000E+03	  +1.5749999999999998E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9451287812522452E+01	
  +7.7240000000000000E+03	  +1.5650000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9252869120070585E+01	
  +7.7250000000000000E+03	  +1.5600000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9055651546208736E+01	
  +7.7260000000000000E+03	  +1.5550000000000002E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.8859224583153150E+01	
  +7.7270000000000000E+03	  +1.5450000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.8663584385039513E+01	
  +7.7280000000000000E+03	  +1.5349999999999998E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.8469948717398836E+01	
  +7.7290000000000000E+03	  +1.5349999999999998E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.8276678283879960E+01	
  +7.7300000000000000E+03	  +1.5450000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.8084178502310607E+01	
  +7.7310000000000000E+03	  +1.5550000000000002E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.7892446299771592E+01	
  +7.7320000000000000E+03	  +1.5650000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.7701478615596741E+01	
  +7.7330000000000000E+03	  +1.5749999999999998E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.7511272401324078E+01	
  +7.7340000000000000E+03	  +1.5900000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.7321824620647135E+01	
  +7.7350000000000000E+03	  +1.6050000000000001E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.7133132249366497E+01	
  +7.7360000000000000E+03	  +1.7968956832917687E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.6945192275341583E+01	
  +7.7370000000000000E+03	  +3.6654662473480109E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.6755645679802257E+01	
  +7.7380000000000000E+03	  +7.1467146528888975E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.6567646207117235E+01	
  +7.7390000000000000E+03	  +8.3454701524886289E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.6382739770424635E+01	
  +7.7400000000000000E+03	  +8.2884786437047921E+01	  +2.0000000000000000E+02	  +4.7794104214635008E+03	  +7.7181432712151135E+01	
  +7.7410000000000000E+03	  +8.1461146858582879E+01	  +2.0000000000000000E+02	  +2.5159231334431988E+03	  +7.8458851949939444E+01	
  +7.7420000000000000E+03	  +8.4562574798471232E+01	  +2.0000000000000000E+02	  +4.2636531855428311E+03	  +7.9474683168945177E+01	
  +7.7430000000000000E+03	  +8.3479503920299535E+01	  +2.0000000000000000E+02	  +2.7557773314021033E+03	  +8.0190986818387714E+01	
  +7.7440000000000000E+03	  +6.7087185290122733E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0371965812824158E+01	
  +7.7450000000000000E+03	  +4.3156281887048344E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +8.0171111222970893E+01	
  +7.7460000000000000E+03	  +2.1500000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9971057526344921E+01	
  +7.7470000000000000E+03	  +2.1100000000000005E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9771801529442115E+01	
  +7.7480000000000000E+03	  +2.0750000000000004E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9572091096930166E+01	
  +7.7490000000000000E+03	  +2.0400000000000002E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9373596466574213E+01	
  +7.7500000000000000E+03	  +2.0000000000000000E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.9175896640661819E+01	
  +7.7510000000000000E+03	  +1.9650000000000002E+01	  +0.0000000000000000E+00	  +0.0000000000000000E+00	  +7.8978988436668075E+01	
